CustomerID,Recency,Frequency,Monetary,Cluster,Segment
12380,21,5,2720.56,-1,Outlier
15134,14,8,1387.99,-1,Outlier
17367,237,1,168.4,6,At-Risk
12386,337,2,401.9,-1,Outlier
17349,178,1,110.75,6,At-Risk
16191,2,14,4913.32,-1,Outlier
15819,48,4,1905.45,-1,Outlier
16593,50,3,330.03,2,Regular
16072,287,1,584.3199999999999,-1,Outlier
12541,29,3,981.18,2,Regular
12785,2,2,305.71,3,Outlier
13833,158,1,384.8,-1,Outlier
16849,186,1,124.57,6,At-Risk
14512,187,2,275.28,3,Outlier
13318,0,3,640.76,2,Regular
15301,50,13,5028.12,-1,Outlier
17769,12,11,3960.63,-1,Outlier
16745,86,18,7170.7,-1,Outlier
14491,174,2,340.93,3,Outlier
13589,14,2,379.65,3,Outlier
14619,238,2,379.51,3,Outlier
14110,3,13,5669.65,-1,Outlier
14762,263,1,300.52,6,At-Risk
14360,31,4,2128.23,-1,Outlier
12651,334,1,114.0,-1,Outlier
16742,46,2,0.0,3,Outlier
14098,36,1,147.35,5,One-Time
14756,14,1,738.96,-1,Outlier
17522,1,5,1070.71,-1,Outlier
17373,39,4,646.92,1,Loyal
12535,91,2,716.35,3,Outlier
17391,163,2,508.8,3,Outlier
15667,39,1,301.32,5,One-Time
15021,8,10,1872.28,-1,Outlier
15012,53,2,423.04,3,Outlier
14640,15,7,2042.15,-1,Outlier
18165,176,1,302.46000000000004,-1,Outlier
17382,64,1,65.4,5,One-Time
13050,8,18,5684.61,-1,Outlier
15414,9,3,774.9000000000001,2,Regular
15036,71,3,465.55,2,Regular
18159,300,1,530.15,-1,Outlier
15289,28,4,935.1,1,Loyal
16352,17,2,494.44,3,Outlier
14226,28,6,2201.64,-1,Outlier
17519,16,7,1839.07,-1,Outlier
17501,220,2,288.6,3,Outlier
15417,84,1,508.8,-1,Outlier
13461,38,3,1445.0,-1,Outlier
15953,14,9,1634.53,-1,Outlier
15825,171,1,532.94,-1,Outlier
13196,10,4,1797.78,-1,Outlier
14116,19,5,1382.74,0,VIP
17513,71,1,513.2,5,One-Time
14381,51,1,202.68,5,One-Time
15932,3,9,2461.85,-1,Outlier
17245,204,1,171.45,6,At-Risk
15938,111,5,404.58,-1,Outlier
16063,259,1,335.32,6,At-Risk
14250,6,3,1904.05,-1,Outlier
15950,1,5,1705.26,-1,Outlier
17790,26,14,1965.55,-1,Outlier
15009,11,3,1261.78,2,Regular
14896,204,2,468.77000000000004,-1,Outlier
16855,23,2,328.4,3,Outlier
13449,23,1,291.88,5,One-Time
15563,8,5,1319.69,0,VIP
16584,79,3,908.03,-1,Outlier
13598,46,2,167.42000000000002,3,Outlier
18174,6,1,104.0,5,One-Time
17504,205,10,2745.2799999999997,-1,Outlier
14354,5,2,163.62,3,Outlier
17644,0,12,2768.98,-1,Outlier
17379,10,1,404.66,5,One-Time
13973,286,1,264.7,6,At-Risk
13583,155,1,781.03,-1,Outlier
17248,119,1,318.65,-1,Outlier
12657,10,5,1152.06,0,VIP
12666,358,1,-227.44,-1,Outlier
15411,25,5,1346.38,0,VIP
17394,218,1,203.86999999999998,6,At-Risk
13976,206,1,357.98,-1,Outlier
16873,4,7,7066.31,-1,Outlier
15813,207,2,1303.9099999999999,-1,Outlier
14232,31,6,2043.93,-1,Outlier
13988,19,7,4098.8,-1,Outlier
12812,44,1,229.64000000000001,5,One-Time
15402,148,2,626.77,-1,Outlier
15551,36,1,436.06,5,One-Time
14747,247,2,294.3,3,Outlier
12678,41,13,17588.26,-1,Outlier
17763,262,1,15.0,-1,Outlier
15694,0,15,6423.6,-1,Outlier
15408,263,1,267.18,6,At-Risk
12797,359,2,194.18,-1,Outlier
16480,75,1,769.29,-1,Outlier
17397,21,2,696.41,3,Outlier
16980,254,2,1078.96,-1,Outlier
12943,300,1,-3.75,-1,Outlier
12520,78,6,2582.51,-1,Outlier
15143,225,1,259.45,6,At-Risk
14881,19,1,255.4,5,One-Time
15286,49,1,240.55,5,One-Time
14515,17,6,2102.09,-1,Outlier
14506,16,5,2012.17,-1,Outlier
15271,6,16,2485.82,-1,Outlier
14890,253,1,125.65,6,At-Risk
16200,3,2,1080.6200000000001,-1,Outlier
18168,175,7,1133.64,-1,Outlier
16066,16,5,1521.87,0,VIP
15533,18,4,746.92,1,Loyal
12550,78,1,964.83,-1,Outlier
13991,11,7,850.63,-1,Outlier
16343,15,2,370.47999999999996,3,Outlier
17897,172,4,541.1,-1,Outlier
13336,76,1,795.12,-1,Outlier
17900,164,3,15.0,-1,Outlier
16462,63,4,102.0,-1,Outlier
12672,329,1,225.89999999999998,-1,Outlier
13711,218,2,252.06,3,Outlier
18287,42,3,1837.28,-1,Outlier
17126,151,6,991.85,-1,Outlier
12922,160,1,405.38,-1,Outlier
14494,25,1,139.56,5,One-Time
17528,0,9,3540.1,-1,Outlier
14765,28,3,254.11,2,Regular
17659,3,13,2954.75,-1,Outlier
16212,18,3,681.19,2,Regular
17781,158,2,188.02,3,Outlier
14631,50,3,1006.98,2,Regular
15807,49,3,903.9,2,Regular
13452,258,2,590.0,-1,Outlier
17921,63,4,826.52,-1,Outlier
16846,49,1,214.32,5,One-Time
15405,188,1,349.1,-1,Outlier
18177,30,7,1314.17,-1,Outlier
15280,171,1,113.12,6,At-Risk
13044,290,1,560.47,-1,Outlier
13851,95,3,2651.46,-1,Outlier
18040,18,2,357.20000000000005,3,Outlier
12398,45,1,1635.6599999999999,-1,Outlier
12782,4,6,2273.32,-1,Outlier
12916,138,5,2982.35,-1,Outlier
15801,45,4,1042.19,1,Loyal
16349,290,1,53.5,6,At-Risk
13723,216,1,199.85000000000002,6,At-Risk
16218,29,8,3054.87,-1,Outlier
17242,107,2,1135.04,-1,Outlier
17114,5,9,747.22,-1,Outlier
15158,44,1,401.40000000000003,5,One-Time
14497,300,2,457.47,-1,Outlier
17388,77,4,1259.56,-1,Outlier
15557,28,1,473.65000000000003,5,One-Time
12913,4,5,2483.63,-1,Outlier
14104,154,2,216.20999999999998,3,Outlier
17650,20,1,166.08,5,One-Time
17525,359,1,422.70000000000005,-1,Outlier
14908,73,1,277.8,5,One-Time
12919,7,7,1301.44,-1,Outlier
14488,50,2,1047.43,-1,Outlier
15033,4,11,2571.02,-1,Outlier
16322,0,2,326.75,3,Outlier
13577,24,5,1658.3,0,VIP
13848,91,3,1255.0,-1,Outlier
13985,3,16,7024.53,-1,Outlier
14902,20,2,314.11,3,Outlier
16852,9,2,144.91000000000003,3,Outlier
16084,298,1,436.18,-1,Outlier
14375,184,1,257.68,6,At-Risk
14768,16,3,139.5,-1,Outlier
14759,4,3,1625.97,-1,Outlier
15670,296,1,173.05,6,At-Risk
14241,183,1,213.70000000000002,6,At-Risk
13068,9,2,344.0,3,Outlier
15676,8,4,3324.09,-1,Outlier
12401,302,1,84.3,-1,Outlier
15277,46,1,255.89999999999998,5,One-Time
17135,15,7,1139.73,-1,Outlier
12660,10,1,245.1,5,One-Time
12925,4,2,694.05,3,Outlier
17924,0,8,2894.33,-1,Outlier
13571,12,12,2092.32,-1,Outlier
17117,287,1,116.19999999999999,6,At-Risk
17793,24,1,323.04,5,One-Time
17376,70,2,203.2,3,Outlier
13845,64,1,312.98,5,One-Time
13047,31,11,3079.1,-1,Outlier
13854,8,26,8025.0199999999995,-1,Outlier
16986,29,2,1873.2,-1,Outlier
17239,312,2,379.95,-1,Outlier
16721,261,1,292.47,6,At-Risk
13726,38,2,1079.6599999999999,-1,Outlier
16858,365,2,345.89000000000004,-1,Outlier
13699,154,1,308.58000000000004,-1,Outlier
15822,2,2,885.47,3,Outlier
15935,238,2,416.86,3,Outlier
14119,353,1,-19.9,-1,Outlier
13187,336,1,236.02,-1,Outlier
14092,7,15,4063.1,-1,Outlier
13720,116,4,799.9,-1,Outlier
15545,53,2,292.71999999999997,3,Outlier
16614,182,1,506.19,-1,Outlier
12681,14,23,13677.59,-1,Outlier
17906,246,1,72.9,6,At-Risk
14101,73,6,5976.79,-1,Outlier
15030,71,2,518.28,3,Outlier
13467,10,2,1083.71,-1,Outlier
14235,9,6,3093.86,-1,Outlier
12395,15,13,2998.28,-1,Outlier
15432,22,1,171.19,5,One-Time
17138,275,1,380.5,-1,Outlier
13330,92,3,1140.93,-1,Outlier
17531,120,2,293.45,3,Outlier
13437,13,7,3408.06,-1,Outlier
13568,172,1,192.85,6,At-Risk
16078,283,1,79.2,6,At-Risk
13979,72,1,869.87,-1,Outlier
12544,29,2,355.7,3,Outlier
17001,0,11,3989.57,-1,Outlier
13321,71,2,567.36,3,Outlier
15810,78,5,1145.43,-1,Outlier
14887,78,1,1862.0,-1,Outlier
14247,277,1,136.76999999999998,6,At-Risk
14616,242,3,406.08000000000004,-1,Outlier
14628,90,2,671.96,3,Outlier
15167,320,1,163.0,6,At-Risk
12669,150,4,1607.73,-1,Outlier
15539,6,1,538.46,-1,Outlier
14223,91,4,975.23,-1,Outlier
18034,21,2,422.88,3,Outlier
15679,23,4,781.28,1,Loyal
17787,152,4,1865.19,-1,Outlier
15944,276,1,325.1,6,At-Risk
16861,59,3,151.65,-1,Outlier
17894,71,8,1119.81,-1,Outlier
16995,371,1,-1.25,4,Churned
15274,3,2,716.57,3,Outlier
13982,38,5,1861.11,-1,Outlier
14622,184,1,320.58000000000004,-1,Outlier
14503,2,6,3543.26,-1,Outlier
15298,1,13,3774.1,-1,Outlier
16989,6,6,1133.25,-1,Outlier
16715,77,1,301.71999999999997,5,One-Time
15554,277,1,217.2,6,At-Risk
13967,145,1,80.7,-1,Outlier
12809,167,2,484.36,3,Outlier
14485,38,1,165.75,5,One-Time
16456,98,5,2158.37,-1,Outlier
13842,58,9,3385.62,-1,Outlier
12413,66,4,694.15,-1,Outlier
18171,58,6,1208.51,-1,Outlier
15691,251,1,136.8,6,At-Risk
16221,36,3,864.86,2,Regular
13592,35,4,247.95999999999998,-1,Outlier
16081,55,5,2806.9,-1,Outlier
18183,217,3,600.52,-1,Outlier
16468,73,1,74.9,5,One-Time
15673,87,4,2881.02,-1,Outlier
17400,125,5,2129.96,-1,Outlier
16206,54,4,537.0600000000001,-1,Outlier
18043,24,3,559.51,2,Regular
14753,86,1,563.15,-1,Outlier
13708,270,1,296.88,6,At-Risk
13309,6,5,1456.79,-1,Outlier
16587,231,1,225.15,6,At-Risk
12532,29,1,349.83000000000004,5,One-Time
17385,14,1,261.11,5,One-Time
15804,0,14,3848.55,-1,Outlier
12410,300,3,681.0799999999999,-1,Outlier
12547,197,2,207.79999999999998,3,Outlier
16209,88,5,2262.62,-1,Outlier
17370,72,4,446.18,-1,Outlier
13065,372,1,205.86,4,Churned
14777,3,1,-17.45,-1,Outlier
12538,28,1,363.95,5,One-Time
17647,64,1,133.06,5,One-Time
14893,9,2,1237.8500000000001,-1,Outlier
16983,12,8,1920.2,-1,Outlier
16611,185,2,120.99000000000001,-1,Outlier
15024,9,10,1661.33,-1,Outlier
13184,14,11,1648.79,-1,Outlier
15292,200,1,180.94,6,At-Risk
13455,24,3,1007.35,2,Regular
13324,31,11,7072.8,-1,Outlier
13717,31,7,1432.26,-1,Outlier
13327,38,9,3617.57,-1,Outlier
13464,57,1,674.68,-1,Outlier
13458,6,15,9537.92,-1,Outlier
14238,325,1,146.85,6,At-Risk
16992,10,6,1601.8600000000001,-1,Outlier
14357,42,1,225.77,5,One-Time
17111,46,1,248.61,5,One-Time
12523,1,12,1745.57,-1,Outlier
12928,34,5,2062.7000000000003,-1,Outlier
14500,87,3,356.85,-1,Outlier
18055,6,11,6752.14,-1,Outlier
15146,164,3,1313.66,-1,Outlier
15947,82,1,1708.24,-1,Outlier
14113,3,5,1377.92,-1,Outlier
16471,274,1,223.95000000000002,6,At-Risk
12791,373,1,192.60000000000002,4,Churned
18180,4,6,1843.75,-1,Outlier
17772,10,2,182.77,3,Outlier
17263,207,1,63.440000000000005,-1,Outlier
12654,10,5,601.98,-1,Outlier
17912,309,6,295.61,-1,Outlier
16602,30,2,494.72999999999996,3,Outlier
15149,133,1,520.8000000000001,-1,Outlier
16325,43,4,510.54,1,Loyal
15018,38,4,456.26,1,Loyal
12940,45,3,876.29,2,Regular
15423,37,1,43.5,5,One-Time
18156,12,2,734.94,3,Outlier
17656,72,5,1674.69,-1,Outlier
15429,26,3,364.90000000000003,2,Regular
17123,161,1,345.29999999999995,-1,Outlier
12937,14,4,1504.27,-1,Outlier
14229,51,4,1450.6,-1,Outlier
16596,15,2,250.15,3,Outlier
17254,4,2,272.44,3,Outlier
14643,169,3,668.61,-1,Outlier
14625,184,3,848.48,-1,Outlier
13860,0,6,1240.0,-1,Outlier
16337,36,1,151.05,5,One-Time
15164,68,3,843.05,2,Regular
13062,190,1,346.98,-1,Outlier
16477,63,7,2494.46,-1,Outlier
17516,14,5,768.08,-1,Outlier
17004,45,2,1412.94,-1,Outlier
16998,149,5,287.02000000000004,-1,Outlier
14107,51,8,2688.48,-1,Outlier
17653,28,5,1175.88,0,VIP
12407,49,5,1708.1200000000001,-1,Outlier
17507,261,2,605.58,-1,Outlier
16730,51,4,702.79,1,Loyal
16203,58,5,589.15,-1,Outlier
17510,24,1,308.48,5,One-Time
17775,254,1,56.4,6,At-Risk
16718,368,1,623.75,-1,Outlier
12526,0,3,1316.66,-1,Outlier
14905,153,3,599.9,-1,Outlier
16215,80,1,242.35,5,One-Time
15426,18,6,1429.9,-1,Outlier
17251,362,1,283.28000000000003,4,Churned
17007,50,7,877.4300000000001,-1,Outlier
17266,1,3,310.64,2,Regular
15027,30,5,1051.95,0,VIP
12794,52,2,860.41,3,Outlier
14878,12,9,1485.54,-1,Outlier
16727,363,1,272.82,4,Churned
13705,7,3,711.86,2,Regular
18037,153,6,70.02,-1,Outlier
16739,171,2,312.55,3,Outlier
16340,106,1,549.07,-1,Outlier
13178,25,11,5725.47,-1,Outlier
15152,9,14,4684.24,-1,Outlier
13059,249,1,183.4,6,At-Risk
16474,6,8,1811.47,-1,Outlier
17120,232,1,307.46,6,At-Risk
15140,51,8,2350.0,-1,Outlier
16483,191,1,139.35,6,At-Risk
13193,60,1,117.88,5,One-Time
14271,225,1,112.32,6,At-Risk
13083,3,2,303.75,3,Outlier
18192,71,1,957.97,-1,Outlier
12580,246,1,415.7,-1,Outlier
12434,84,3,765.19,-1,Outlier
13488,16,14,8910.61,-1,Outlier
15194,2,16,7521.17,-1,Outlier
15057,274,2,1489.5,-1,Outlier
17418,41,2,463.46000000000004,3,Outlier
17171,288,1,224.91,6,At-Risk
18058,9,1,170.16,5,One-Time
16364,11,2,707.04,3,Outlier
13479,197,3,291.0,-1,Outlier
14929,31,1,223.88,5,One-Time
14533,24,8,1812.6200000000001,-1,Outlier
16763,184,2,594.9,-1,Outlier
12577,34,4,595.4,1,Loyal
18219,2,11,2019.77,-1,Outlier
13735,24,5,2766.18,-1,Outlier
14542,185,1,103.25,6,At-Risk
15837,64,1,391.98,5,One-Time
15447,330,1,155.17,-1,Outlier
17272,41,5,2144.53,-1,Outlier
13357,256,1,609.95,-1,Outlier
17302,14,6,1119.93,-1,Outlier
17796,39,4,697.9,1,Loyal
16108,84,2,816.1,3,Outlier
13759,32,2,659.4100000000001,3,Outlier
13351,65,1,373.94,5,One-Time
16885,14,3,471.51,2,Regular
16644,177,2,833.78,-1,Outlier
18198,3,18,5083.06,-1,Outlier
16096,263,1,320.62,6,At-Risk
15179,17,6,2186.2,-1,Outlier
14000,205,2,633.71,-1,Outlier
13470,98,2,165.0,-1,Outlier
17144,0,2,984.57,-1,Outlier
14015,52,1,917.34,-1,Outlier
14655,3,5,1930.15,-1,Outlier
15590,288,1,-30.19,-1,Outlier
15048,64,5,380.57,-1,Outlier
14649,4,4,1417.29,-1,Outlier
17695,131,2,765.34,-1,Outlier
12842,69,2,1118.99,-1,Outlier
16513,4,4,874.59,1,Loyal
15706,59,5,1001.8100000000001,-1,Outlier
17019,10,4,1272.61,1,Loyal
13881,3,21,16989.52,-1,Outlier
15051,22,3,1391.61,-1,Outlier
12553,7,11,3652.25,-1,Outlier
17534,53,1,223.36,5,One-Time
14408,10,7,2606.53,-1,Outlier
15572,4,7,2552.86,-1,Outlier
14286,23,4,4595.81,-1,Outlier
16379,3,5,2131.9,-1,Outlier
17022,30,1,71.0,5,One-Time
13884,6,6,781.3000000000001,-1,Outlier
17799,21,11,3026.08,-1,Outlier
13229,225,1,160.95,6,At-Risk
15843,303,1,118.95000000000002,6,At-Risk
16766,272,2,1145.6,-1,Outlier
18088,60,1,167.67000000000002,5,One-Time
17555,19,2,483.26,3,Outlier
12824,59,1,397.12,5,One-Time
13345,276,2,377.6,-1,Outlier
15596,100,6,1343.34,-1,Outlier
17412,2,7,1258.06,-1,Outlier
12818,177,2,1517.88,-1,Outlier
12446,57,1,1002.3100000000001,-1,Outlier
15435,21,1,149.29,5,One-Time
13369,353,2,263.75,-1,Outlier
14676,30,7,2543.2400000000002,-1,Outlier
12425,77,1,777.2,-1,Outlier
13491,51,10,1215.82,-1,Outlier
15709,283,1,133.25,6,At-Risk
15438,130,1,156.57999999999998,-1,Outlier
16751,30,1,1764.72,-1,Outlier
13363,17,2,992.5,3,Outlier
15986,29,1,168.12,5,One-Time
17537,29,2,897.62,3,Outlier
13631,99,12,3021.77,-1,Outlier
14277,14,4,3957.0,-1,Outlier
15724,200,3,212.3,-1,Outlier
17433,87,1,303.15999999999997,5,One-Time
15060,7,4,303.09,-1,Outlier
18079,44,4,3651.97,-1,Outlier
14146,8,6,2949.57,-1,Outlier
18213,236,1,232.48000000000002,6,At-Risk
15197,8,4,656.44,1,Loyal
15858,15,5,1438.85,0,VIP
12574,315,1,218.45,6,At-Risk
15831,57,4,747.76,-1,Outlier
16882,66,3,705.12,2,Regular
17031,11,2,380.35,3,Outlier
17430,32,2,265.76,3,Outlier
17954,4,13,2295.37,-1,Outlier
15569,103,5,1375.71,-1,Outlier
14679,371,1,-2.55,4,Churned
14810,40,11,2087.88,-1,Outlier
16748,17,5,1515.9,0,VIP
14548,150,2,652.8,-1,Outlier
13208,58,7,1205.9,-1,Outlier
14539,15,2,537.48,3,Outlier
16248,61,1,152.94,5,One-Time
12705,14,10,6814.24,-1,Outlier
15313,109,1,52.0,-1,Outlier
14920,212,2,977.77,-1,Outlier
14804,8,1,353.27,5,One-Time
16754,371,1,2002.4,-1,Outlier
13863,244,2,299.56,3,Outlier
16510,371,1,248.1,4,Churned
15054,11,2,302.1,3,Outlier
15185,69,1,310.62,5,One-Time
15316,326,1,165.0,6,At-Risk
17674,73,2,551.04,3,Outlier
15465,19,19,6945.0199999999995,-1,Outlier
16358,0,5,2024.95,-1,Outlier
14006,115,3,962.19,-1,Outlier
14658,4,2,247.15,3,Outlier
12562,7,7,3781.7400000000002,-1,Outlier
15584,23,5,722.61,-1,Outlier
17805,73,1,512.31,5,One-Time
15721,11,1,507.08,-1,Outlier
18064,132,2,814.0,-1,Outlier
17165,283,1,158.68,6,At-Risk
18082,25,1,703.37,-1,Outlier
14792,63,2,0.0,-1,Outlier
14387,32,3,1770.56,-1,Outlier
15703,264,1,211.5,6,At-Risk
14265,108,2,530.18,3,Outlier
17153,23,1,213.78,5,One-Time
15578,161,1,127.1,6,At-Risk
17037,77,2,1253.22,-1,Outlier
13494,311,1,316.26000000000005,-1,Outlier
15304,60,9,680.3,-1,Outlier
17415,79,1,507.84,5,One-Time
16891,1,5,809.7,-1,Outlier
17564,23,3,454.01,2,Regular
13238,10,5,680.83,-1,Outlier
13107,43,5,1524.07,-1,Outlier
15066,31,2,760.59,3,Outlier
12690,205,1,389.01,-1,Outlier
13875,53,5,1786.79,-1,Outlier
14524,31,9,1867.68,-1,Outlier
16897,298,3,213.03,-1,Outlier
14009,197,3,685.9300000000001,-1,Outlier
16909,63,2,364.14,3,Outlier
14518,63,1,174.37,5,One-Time
16120,58,5,1294.14,-1,Outlier
13232,12,7,1357.6,-1,Outlier
14801,60,1,193.14,5,One-Time
13077,0,4,729.27,1,Loyal
17040,137,1,449.73,-1,Outlier
17284,59,7,1641.68,-1,Outlier
17817,3,3,387.68,2,Regular
15182,153,2,622.85,-1,Outlier
17552,42,5,909.96,-1,Outlier
13893,297,1,821.1,-1,Outlier
17287,25,7,1064.11,-1,Outlier
13339,200,1,860.12,-1,Outlier
13220,77,4,819.2900000000001,-1,Outlier
17540,8,3,570.4,2,Regular
13762,203,2,3.552713678800501e-15,-1,Outlier
16626,0,18,4379.65,-1,Outlier
17930,35,5,1740.48,-1,Outlier
15965,16,4,845.64,1,Loyal
14935,296,1,1784.71,-1,Outlier
14932,365,1,363.53,4,Churned
17948,146,1,358.56000000000006,-1,Outlier
14280,196,1,134.04,-1,Outlier
12845,266,4,354.09,-1,Outlier
15852,186,2,160.71,-1,Outlier
15593,70,1,199.8,5,One-Time
17942,7,1,77.50000000000001,5,One-Time
16376,8,3,977.52,2,Regular
14140,3,3,920.05,2,Regular
15983,21,4,1475.02,-1,Outlier
13080,178,1,58.08,-1,Outlier
16367,36,2,804.49,3,Outlier
12449,21,4,4067.29,-1,Outlier
15712,8,5,1072.3600000000001,0,VIP
16227,218,2,308.32000000000005,3,Outlier
12815,147,2,1063.46,-1,Outlier
16242,7,8,3598.26,-1,Outlier
16617,235,1,151.85,6,At-Risk
16647,169,2,214.06,3,Outlier
17290,3,2,525.24,3,Outlier
17820,190,1,-24.05,-1,Outlier
17299,11,4,669.11,1,Loyal
14923,50,1,749.1,-1,Outlier
13104,2,6,1098.48,-1,Outlier
14780,54,2,447.68,3,Outlier
15980,88,3,2398.86,-1,Outlier
18189,77,3,1084.34,-1,Outlier
15450,29,1,429.84,5,One-Time
15319,283,1,204.5,6,At-Risk
12955,0,12,4734.26,-1,Outlier
17957,65,1,111.68,5,One-Time
17686,6,7,5739.46,-1,Outlier
13866,73,1,145.67000000000002,5,One-Time
16778,73,2,245.94,3,Outlier
17936,4,1,389.84,5,One-Time
16093,106,1,17.0,-1,Outlier
13753,287,1,741.26,-1,Outlier
15453,1,7,1388.37,-1,Outlier
16117,189,1,232.21,6,At-Risk
12970,6,4,452.24,1,Loyal
16757,318,1,106.83000000000001,6,At-Risk
12684,7,7,2283.63,-1,Outlier
17159,21,4,1534.73,-1,Outlier
14259,141,1,120.0,-1,Outlier
17025,60,3,357.77,2,Regular
14390,9,10,4592.47,-1,Outlier
16245,23,4,1352.3600000000001,1,Loyal
13476,178,3,1092.77,-1,Outlier
14789,28,1,197.64,5,One-Time
12836,58,4,2612.86,-1,Outlier
13217,121,4,133.62,-1,Outlier
14795,165,1,131.45000000000002,6,At-Risk
16102,41,3,1842.14,-1,Outlier
14125,10,3,2740.43,-1,Outlier
14667,10,26,9231.2,-1,Outlier
17549,23,2,148.86,3,Outlier
17668,0,2,347.75,3,Outlier
14024,121,2,327.7,3,Outlier
18067,39,1,396.33,5,One-Time
17802,81,4,1251.84,-1,Outlier
12827,5,3,430.15000000000003,2,Regular
13235,211,2,101.17000000000007,-1,Outlier
14414,91,8,1485.1299999999999,-1,Outlier
13994,3,6,2313.14,-1,Outlier
17951,39,4,990.8400000000001,1,Loyal
14155,265,1,118.75,6,At-Risk
15042,198,1,135.93,-1,Outlier
16504,24,1,484.38,5,One-Time
14530,25,6,2925.91,-1,Outlier
14128,60,2,637.5,3,Outlier
16224,56,4,1295.3,-1,Outlier
12693,120,5,830.96,-1,Outlier
13887,203,1,349.55,-1,Outlier
17278,240,1,246.04,6,At-Risk
15834,69,5,2084.9,-1,Outlier
16516,29,1,101.69999999999999,5,One-Time
16233,70,4,422.13,-1,Outlier
18210,1,6,2621.38,-1,Outlier
15045,151,3,633.66,-1,Outlier
16641,105,1,231.10000000000002,5,One-Time
12708,29,11,2616.32,-1,Outlier
16906,81,4,579.77,-1,Outlier
16623,245,1,129.45,6,At-Risk
18061,21,10,2119.41,-1,Outlier
16105,248,1,336.96,6,At-Risk
13482,231,1,184.64,6,At-Risk
16114,170,1,135.75000000000003,6,At-Risk
16903,28,1,373.24,5,One-Time
15325,103,1,162.29,5,One-Time
13348,63,1,233.76,5,One-Time
12821,213,1,92.72,-1,Outlier
13223,199,2,163.20000000000002,3,Outlier
13500,22,4,1136.77,1,Loyal
13095,70,1,74.39999999999999,5,One-Time
15334,156,3,351.67,-1,Outlier
12830,37,7,6748.4,-1,Outlier
14396,64,2,487.99,3,Outlier
17406,329,4,1928.72,-1,Outlier
12565,281,2,131.17,-1,Outlier
17147,22,5,1679.64,-1,Outlier
12976,211,1,738.6,-1,Outlier
14262,7,8,2618.23,-1,Outlier
16099,49,3,731.9,2,Regular
14798,52,3,173.74,-1,Outlier
15840,58,3,345.66,2,Regular
13366,49,1,56.160000000000004,5,One-Time
17427,71,1,100.8,5,One-Time
17692,126,5,733.4399999999999,-1,Outlier
12583,2,16,7187.34,-1,Outlier
13497,282,3,321.05,-1,Outlier
12839,2,15,5583.62,-1,Outlier
12714,8,5,4708.86,-1,Outlier
14152,74,3,611.09,2,Regular
12428,25,10,7877.2,-1,Outlier
14256,253,3,935.0600000000001,-1,Outlier
17293,7,9,1875.1100000000001,-1,Outlier
17403,35,1,281.62,5,One-Time
15307,95,1,205.3,5,One-Time
16370,81,4,1320.56,-1,Outlier
14670,279,2,411.53,-1,Outlier
16638,22,11,1676.47,-1,Outlier
16620,3,2,178.96,3,Outlier
14149,212,2,259.43,3,Outlier
13732,27,1,491.86,5,One-Time
12431,35,16,6416.39,-1,Outlier
15974,38,8,3429.55,-1,Outlier
17680,23,1,184.4,5,One-Time
14012,277,1,328.8,6,At-Risk
13101,233,1,101.19,6,At-Risk
13869,122,4,3104.95,-1,Outlier
14411,310,1,1063.0,-1,Outlier
16495,2,3,684.41,2,Regular
13744,94,2,1156.36,-1,Outlier
12571,39,2,519.61,3,Outlier
18204,70,4,1979.3,-1,Outlier
16361,9,4,896.66,1,Loyal
15444,8,2,1418.26,-1,Outlier
16629,73,2,417.73,3,Outlier
13747,373,1,79.6,4,Churned
13354,70,1,743.53,-1,Outlier
13741,71,4,666.33,-1,Outlier
14143,133,1,115.8,-1,Outlier
13756,1,15,5145.12,-1,Outlier
16236,77,1,432.2,5,One-Time
18216,30,1,481.75,5,One-Time
12556,49,2,603.71,3,Outlier
14652,76,1,114.18,5,One-Time
14393,217,1,67.95,-1,Outlier
16498,160,3,86.12,-1,Outlier
14673,2,5,1736.4,-1,Outlier
15971,17,12,4199.85,-1,Outlier
15581,120,14,3429.9700000000003,-1,Outlier
12952,5,5,1382.8400000000001,-1,Outlier
15063,212,1,370.79999999999995,-1,Outlier
17034,15,4,734.5699999999999,1,Loyal
15069,178,1,1109.53,-1,Outlier
12559,310,3,536.21,-1,Outlier
13607,39,1,678.01,-1,Outlier
15587,49,4,913.6800000000001,1,Loyal
14536,259,1,171.8,6,At-Risk
14661,26,1,107.95,5,One-Time
12949,30,9,4143.02,-1,Outlier
14021,154,3,631.9,-1,Outlier
16900,11,4,187.6900000000001,-1,Outlier
13878,54,1,1281.53,-1,Outlier
14664,19,2,637.89,3,Outlier
12437,1,19,4896.66,-1,Outlier
15727,16,7,5178.96,-1,Outlier
12452,16,3,428.57,2,Regular
15462,93,3,234.6,-1,Outlier
13485,232,1,454.24,-1,Outlier
15977,16,2,1054.73,-1,Outlier
13890,0,11,1860.8600000000001,-1,Outlier
16230,189,2,542.03,-1,Outlier
18085,329,2,689.95,-1,Outlier
17561,18,1,167.62,5,One-Time
13601,44,2,693.32,3,Outlier
13473,60,3,417.54,2,Regular
13750,53,5,1647.26,-1,Outlier
13211,9,3,1197.42,2,Regular
13610,11,8,1115.43,-1,Outlier
15700,171,3,664.03,-1,Outlier
12833,144,1,417.38,-1,Outlier
12422,95,3,803.5600000000001,-1,Outlier
17010,16,2,185.46,3,Outlier
15855,136,5,712.24,-1,Outlier
17671,15,5,1284.08,0,VIP
